2.000000000000000000e+00,1.386914059291225951e-04,1.109531247432980761e-03
3.000000000000000000e+00,9.167661169020137422e-05,2.475268515635437212e-03
4.000000000000000000e+00,5.992011885644756095e-05,3.834887606812643901e-03
5.000000000000000000e+00,4.146313712300551545e-05,5.182892140375689079e-03
6.000000000000000000e+00,4.913015478291024259e-05,1.061211343310861262e-02
7.000000000000000000e+00,2.929981013397108902e-05,1.004983487595208398e-02
8.000000000000000000e+00,4.148382582597418271e-05,2.123971882289878155e-02
9.000000000000000000e+00,4.725385835577759893e-05,3.444806274136186924e-02
1.000000000000000000e+01,2.082699375891121374e-05,2.082699375891121363e-02
1.100000000000000000e+01,3.634704021487038380e-05,4.837791052599248187e-02
1.200000000000000000e+01,2.706225379385415698e-05,4.676357455577997979e-02
1.300000000000000000e+01,1.769907142395124751e-05,3.888485991842088874e-02
1.400000000000000000e+01,2.096205799409041261e-05,5.751988713578409101e-02
1.500000000000000000e+01,1.380367284764709500e-05,4.658739586080894862e-02
1.600000000000000000e+01,1.599904817265842866e-05,6.553210131520892379e-02
1.700000000000000000e+01,1.155270291803699601e-05,5.675842943631576043e-02
1.800000000000000000e+01,9.957632884871835371e-06,5.807291498457254481e-02
1.900000000000000000e+01,1.019669429293883710e-05,6.993912615526748366e-02
2.000000000000000000e+01,8.718758134933012960e-06,6.975006507946410195e-02
2.100000000000000000e+01,8.903814193443767671e-06,8.245822324548272853e-02
2.200000000000000000e+01,8.320896364114879025e-06,8.860090448509523597e-02
2.300000000000000000e+01,7.574442061067217848e-06,9.215823655700483563e-02
2.400000000000000000e+01,5.808331786433182646e-06,8.029437861565232037e-02
2.500000000000000000e+01,6.334999684019240810e-06,9.898437006280064177e-02
2.600000000000000000e+01,5.909415372125672564e-06,1.038638845804808197e-01
2.700000000000000000e+01,6.135384110095585880e-06,1.207627654390114186e-01
2.800000000000000000e+01,5.796051046099652532e-06,1.272349125639795631e-01
2.900000000000000000e+01,4.955646092024823518e-06,1.208632525383934175e-01
3.000000000000000000e+01,4.334761650524160924e-06,1.170385645641523475e-01
3.100000000000000000e+01,4.490692049604477765e-06,1.337822068497669936e-01
3.200000000000000000e+01,3.991835113867193440e-06,1.308044530112001946e-01
3.300000000000000000e+01,2.987244574851939891e-06,1.073526082864541681e-01
3.400000000000000000e+01,3.312273254002971601e-06,1.301855879753328060e-01
3.500000000000000000e+01,2.592528704105164327e-06,1.111546681885089149e-01
3.600000000000000000e+01,3.096057837316101830e-06,1.444496744578200598e-01
3.700000000000000000e+01,2.864670585475389823e-06,1.451041591660849339e-01
3.800000000000000000e+01,2.987790140580784049e-06,1.639460205939487769e-01
3.900000000000000000e+01,2.250593141911494375e-06,1.335029345850479443e-01
4.000000000000000000e+01,2.110364738171628291e-06,1.350633432429842185e-01
4.100000000000000000e+01,2.446701936422842282e-06,1.686291441601987240e-01
4.200000000000000000e+01,1.824798213736014944e-06,1.351956500592738641e-01
4.300000000000000000e+01,1.908640368843641144e-06,1.517502698056513721e-01
4.400000000000000000e+01,1.655733535403713984e-06,1.410420054798299794e-01
4.500000000000000000e+01,1.605920401345884152e-06,1.463394965726436958e-01
4.600000000000000000e+01,1.564134813242258153e-06,1.522466261817484456e-01
4.700000000000000000e+01,1.522311895931192734e-06,1.580509879712642118e-01
4.800000000000000000e+01,1.340978914747762286e-06,1.483015401397845268e-01
4.900000000000000000e+01,1.375370219393031824e-06,1.618109309413708063e-01
5.000000000000000000e+01,1.047359254888181937e-06,1.309199068610227557e-01
5.100000000000000000e+01,1.332200087095597544e-06,1.767176737533181219e-01
5.200000000000000000e+01,1.175194216836547074e-06,1.652417084409532055e-01
5.300000000000000000e+01,1.409153499766424186e-06,2.097905455847259293e-01
5.400000000000000000e+01,1.078488218103639311e-06,1.698230687754714585e-01
5.500000000000000000e+01,1.085614798499532948e-06,1.806191621003598036e-01
5.600000000000000000e+01,8.857486235267174144e-07,1.555516302692679931e-01
5.700000000000000000e+01,9.151376986672375930e-07,1.694770958292817209e-01
5.800000000000000000e+01,7.563874173433668935e-07,1.475802617726990063e-01
5.900000000000000000e+01,7.371343537848637977e-07,1.513919164459815447e-01
6.000000000000000000e+01,7.080302942611066168e-07,1.529345435603990389e-01
6.100000000000000000e+01,6.616767228062169710e-07,1.501880442192779219e-01
6.200000000000000000e+01,6.478152461663703998e-07,1.543925119883387265e-01
6.300000000000000000e+01,7.788993129636091510e-07,1.947614365086115795e-01
6.400000000000000000e+01,6.397895158322382210e-07,1.677169828383262562e-01
6.500000000000000000e+01,6.253241416206392287e-07,1.717296423925680493e-01
6.600000000000000000e+01,5.540282231290654852e-07,1.592808980367138028e-01
6.700000000000000000e+01,5.303826869957654919e-07,1.595194880889074240e-01
6.800000000000000000e+01,4.960933727478126660e-07,1.559876313798402303e-01
